u,v,length
103869683,103861986,92.621
103869683,103872874,101.135
103869773,103858357,223.942
103869773,103855574,80.412
103869862,2404083070,158.29
103869862,4205799629,23.579
103870016,103870019,55.449
103870016,103863718,10.8
103870016,103870176,50.803
103870019,103870016,55.449
103870019,103886505,26.11
103870019,103886508,38.271
103870176,103870178,16.251
103870176,103881082,65.908
103870176,103870016,50.803
103870178,103870180,21.613
103870178,103870176,16.251
103870178,103870185,65.603
103870180,103870178,21.613
103870185,103870178,65.603
103870185,103883214,13.968
103870185,103881082,15.497
103870267,103862723,88.48
103870267,103855580,148.662
103870268,103870267,81.844
103870268,103866065,74.285
103870332,103864076,24.886
103870410,103870430,72.921
103870410,752619534,68.53
103870430,103870434,74.269
103870430,103870410,72.921
103870430,103873526,105.127
103870434,103870430,74.269
103870434,2814557135,66.514
103870452,103867933,216.682
103870452,103870456,87.21
103870456,103870458,87.893
103870456,103870452,87.21
103870458,103883598,175.168
103870458,103870462,84.577
103870458,103870456,87.893
103870462,103877626,137.366
103870462,103868267,82.461
103870462,103870458,84.577
103870467,3809681027,188.586
103870467,103864243,212.569
103870467,103868267,34.522
103870489,103879069,75.96
103870489,103861207,188.918
103870489,103870490,121.08
103870490,103879069,106.801
103870490,103870495,179.555
103870490,103870489,121.08
103870495,103870526,42.089
103870495,103870498,40.971
103870495,103870490,179.555
103870498,103879011,467.692
103870498,103870495,40.971
103870526,103870495,42.089
103870526,103870498,43.975
103870526,103866686,388.073
103870534,103860854,282.998
103870534,103865473,69.929
103872219,440243649,231.694
103872219,103862859,56.217
103872219,103874034,78.855
103872293,103886410,74.293
103872293,103864941,77.927
103872293,103860863,275.488
103872294,103862604,106.422
103872299,103864948,81.77
103872301,103862769,41.037
103872301,103872881,121.027
103872301,103864965,39.8
103872303,103876797,128.386
103872316,103880823,73.218
103872510,103883726,172.856
103872510,103863387,69.656
103872510,103863417,77.232
103872546,103858345,31.605
103872546,103858326,724.54
103872546,103872547,47.76
103872547,440243663,222.342
103872547,103858361,78.7
103872547,103872546,47.76
103872647,103872649,73.027
103872647,103872664,18.849
103872647,103875628,73.006
103872649,103872647,73.027
103872649,103881841,125.492
103872649,103872651,41.669
103872651,103876999,56.781
103872651,103872649,41.669
103872651,103867747,77.372
103872655,103876928,165.641
103872655,103872656,41.743
103872656,103876923,87.315
103872656,103872655,41.743
103872656,103872657,112.536
103872657,103872930,55.027
103872657,103872656,112.536
103872657,103872926,81.107
103872660,103872657,141.099
103872661,103872660,11.145
103872661,103858986,215.315
103872663,103876463,107.959
103872663,103872661,59.228
103872664,103872663,73.419
103872664,103872647,18.849
103872668,103867747,206.38
103872840,440243702,76.739
103872840,103866056,76.577
103872852,440243702,40.097
103872852,103868195,102.682
103872872,103883250,51.326
103872872,103872874,98.616
103872872,103865112,109.9
103872874,103869683,101.135
103872874,103872872,98.616
103872876,103864141,70.406
103872876,103861986,100.419
103872878,103876887,70.985
103872878,103876793,77.74
103872878,103864141,120.445
103872878,103864965,179.381
103872881,103858373,12.562
103872881,103872301,121.027
103872883,103872884,75.012
103872883,440244356,82.34
103872884,103878376,74.307
103872884,440243586,107.246
103872884,103872883,75.012
103872884,103861902,143.955
103872900,103873539,164.946
103872900,103872905,79.668
103872900,440243571,130.912
103872905,103876552,263.677
103872905,103867950,121.124
103872905,103872900,79.668
103872907,103872909,76.499
103872907,103867950,90.144
103872909,103862780,75.116
103872909,103872910,123.17
103872909,103872907,76.499
103872909,103881365,82.21
103872910,103862781,74.843
103872910,103868253,65.792
103872910,103872909,123.17
103872912,103875664,332.083
103872912,103872914,32.177
103872912,5344617802,41.323
103872914,103876390,85.325
103872914,103872916,42.041
103872914,103872912,32.177
103872916,103875666,337.314
103872916,103872919,101.113
103872916,103872914,42.041
103872919,103875670,340.338
103872919,103872922,71.579
103872919,103872916,101.113
103872922,103872923,73.76
103872922,103872919,71.579
103872923,103876410,241.334
103872923,103867155,41.415
103872923,103872922,73.76
103872924,103872926,24.659
103872924,103862798,73.245
103872924,103867159,103.608
103872926,103872924,24.659
103872926,103880917,79.317
103872926,103872657,81.107
103872930,2813943250,21.466
103872930,103872934,127.822
103872934,2813943258,83.39
103872934,2813943257,7.724
103872934,2813943254,19.026
103872942,2813943268,11.192
103872942,2813943261,52.49
103872944,103865021,86.817
103872944,103858394,43.845
103872944,103858382,74.172
103873458,103865761,105.75
103873526,103862628,214.656
103873526,103876556,75.186
103873526,103880616,78.977
103873528,103866651,186.509
103873528,440243584,78.566
103873539,103873541,71.855
103873539,103868000,169.902
103873541,103873539,71.855
103873541,103873543,104.658
103873543,103873544,41.171
103873543,103878760,26.401
103873543,103873541,104.658
103873544,3639121328,58.364
103873544,103873543,41.171
103873544,103873545,70.792
103873545,103859565,69.158
103873545,103873544,70.792
103873559,103868331,12.657
103873559,103881357,70.705
103873565,103868242,53.543
103873570,103873572,68.833
103873570,103866672,151.79
103873572,103873574,93.485
103873574,103867147,185.551
103873574,103880566,76.806
103873576,103873578,222.14
103873576,103880915,73.715
103873578,103880573,76.16
103873578,103858382,159.845
103873653,103873654,58.089
103873653,103881083,46.455
103873653,103876765,24.267
103873654,103873653,58.089
103874028,103879746,84.201
103874030,103874028,87.697
103874030,103858697,195.683
103874034,103874030,77.156
103874034,440243651,232.767
103874051,103876898,76.806
103874051,103855605,76.068
103874051,103864119,178.249
103874351,103874353,64.637
103874351,103878719,32.556
103874351,103877062,41.697
103874353,103874351,64.637
103875588,103878760,83.998
103875588,103875589,32.287
103875589,103875588,32.287
103875620,103867168,133.211
103875620,103875676,23.008
103875620,103876407,69.324
103875624,103872664,107.023
103875624,103881841,72.461
103875628,103875630,56.123
103875628,103872647,73.006
103875630,103858986,58.56
103875630,103875628,56.123
103875630,103865031,140.579
103875652,103855550,56.448
103875652,103859218,406.415
103875652,3639413261,161.946
103875658,103859218,78.839
103875658,103878782,70.489
103875659,103858828,72.777
103875659,103878380,70.172
103875659,103875658,189.67
103875662,103867303,148.21
103875662,103868260,66.612
103875664,103868260,76.655
103875664,103875666,74.47
103875664,103867739,212.025
103875666,103860883,202.507
103875666,103875668,61.222
103875666,103875664,74.47
103875668,103860068,190.893
103875668,103875670,35.194
103875668,103875666,61.222
103875670,103875668,35.194
103875670,103875672,37.907
103875672,103867741,185.516
103875672,103875674,31.126
103875672,103875670,37.907
103875674,103875676,44.054
103875674,103875672,31.126
103875674,103876458,92.422
103875676,103876408,50.016
103875676,103875620,23.008
103875676,103875674,44.054
103875682,103869210,40.946
103875814,103865515,66.702
103875814,440208109,163.212
103875814,103880411,133.748
103875815,103882284,63.025
103875815,103865515,82.157
103875815,103880412,193.322
103876388,103880595,153.952
103876388,103861029,77.062
103876390,103876388,75.682
103876390,5344617803,76.414
103876407,103875620,69.324
103876407,103876458,40.281
103876408,103867272,71.911
103876408,103875676,50.016
103876408,103867170,137.156
103876410,103876407,42.656
103876439,103876441,63.669
103876439,103880536,5.438
103876439,103861506,38.404
103876441,103876443,69.037
103876441,103876439,63.669
103876441,103867733,300.717
103876443,103876441,69.037
103876443,103876445,34.901
103876443,103875662,67.891
103876445,103876443,34.901
103876451,103876453,171.124
103876451,103855550,71.601
103876451,103876793,8.402
103876453,103876451,171.124
103876458,103872922,246.943
103876463,103875624,72.078
103876463,103867166,103.393
103876552,103876553,36.293
103876552,103872905,263.677
103876552,6820935015,109.234
103876553,3639121332,86.339
103876553,3639121328,9.455
103876553,103876552,36.293
103876556,103867934,77.429
103876556,103873526,75.186
103876556,103870434,107.724
103876559,103873528,73.499
103876559,103855703,173.994
103876560,103861912,78.021
103876561,103876560,65.563
103876561,6370815220,109.353
103876617,103876620,77.971
103876617,103864409,76.042
103876617,103868352,96.548
103876620,440244404,77.984
103876620,103876617,77.971
103876732,9945930281,9.535
103876732,2404083070,172.618
103876732,3272815946,44.065
103876765,103876767,71.822
103876765,103873653,24.267
103876765,103867117,39.077
103876767,103876765,71.822
103876793,103872303,211.729
103876793,103876451,8.402
103876793,103872878,77.74
103876797,4528269751,74.9
103876797,103876799,195.336
103876797,103878782,186.291
103876799,103860102,75.974
103876799,103862773,74.068
103876799,103876797,195.336
103876805,103876443,57.134
103876816,103865028,121.747
103876816,103858986,76.603
103876818,103865028,99.242
103876827,103876829,71.935
103876829,103872660,105.904
103876829,103876463,73.186
103876829,103876827,71.935
103876879,103864953,167.561
103876879,103866632,45.595
103876881,103869008,73.259
103876881,103864959,166.436
103876883,103861925,73.908
103876883,103864132,120.679
103876885,103876883,72.235
103876885,103864963,168.049
103876887,103876885,73.002
103876887,103864136,119.798
103876893,103876895,69.754
103876893,103864941,124.752
103876893,103864383,69.369
103876895,103876897,45.423
103876895,103876893,69.754
103876895,103878318,87.993
103876897,103862602,76.49
103876897,103876895,45.423
103876897,103864386,107.144
103876898,103866039,74.726
103876898,103874051,76.806
103876898,103864121,178.674
103876899,103866633,76.495
103876899,103866039,72.161
103876899,103864123,179.654
103876912,103865025,132.464
103876912,103876816,177.076
103876912,2813943250,33.798
103876923,103876925,39.978
103876923,103882303,75.92
103876923,103872656,87.315
103876925,103876923,39.978
103876928,103880569,160.863
103876999,103872651,56.781
103877062,103877063,64.249
103877062,103874351,41.697
103877062,103869525,20.639
103877063,103877062,64.249
103877177,103879736,120.562
103877177,103855313,74.038
103877178,103882427,120.728
103877178,103877180,76.29
103877180,103877182,76.381
103877180,103866582,112.508
103877180,103884573,120.583
103877182,103885046,120.92
103877182,103877184,91.02
103877184,103866589,114.368
103877184,103870268,141.558
103877186,103866617,118.464
103877186,103885033,77.667
103877246,103885389,75.696
103877246,440208033,46.09
103877622,103866664,279.476
103877626,103862639,184.531
103877626,103868269,76.005
103877626,103883598,78.146
103877627,103866664,204.528
103877627,103883600,75.927
103878318,103876895,87.993
103878358,103868355,76.113
103878359,103869196,75.91
103878359,103884180,76.249
103878359,103878358,103.504
103878361,103881737,90.563
103878361,103862613,37.829
103878362,103855615,151.277
103878362,103884182,76.77
103878363,103878362,61.49
103878366,103866641,156.701
103878368,103878366,8.416
103878376,103862773,65.846
103878376,103872884,74.307
103878380,103875659,70.172
103878380,103855531,25.073
103878555,752194411,77.973
103878555,440243638,39.206
103878555,3272816128,252.1
103878555,440243637,74.085
103878719,103878721,71.624
103878719,103867117,30.952
103878719,103874351,32.556
103878721,103878719,71.624
103878760,103873543,26.401
103878760,103868003,147.985
103878762,3639121332,103.097
103878762,103867730,268.835
103878762,103878764,75.858
103878764,103878762,75.858
103878764,103867731,262.353
103878764,103880536,43.162
103878782,103875658,70.489
103878782,103878380,190.754
103878782,103876797,186.291
103879003,103879011,101.292
103879003,103866670,195.816
103879003,4727867643,86.083
103879011,103870498,467.692
103879011,103879003,101.292
103879011,4727867643,96.402
103879069,103869228,59.208
103879069,103870489,75.96
103879069,103870490,106.801
103879081,1995128544,179.582
103879081,103862641,48.87
103879222,103869677,69.306
103879222,103872874,93.642
103879228,103855594,38.062
103879230,103862122,68.63
103879230,103884735,77.329
103879232,103860943,70.288
103879232,103884821,79.51
103879237,103862596,156.608
103879237,103869667,75.967
103879237,103884740,76.933
103879734,440243679,77.198
103879734,440243666,69.766
103879736,103872316,73.886
103879736,103855639,89.936
103879746,103879748,39.826
103879746,103884534,9.151
103879748,103879746,39.826
103880305,103860939,197.6
103880305,103855585,151.671
103880305,103885033,78.413
103880333,103885046,89.02
103880333,103877184,121.73
103880411,103886532,30.92
103880411,103880412,88.304
103880411,103875814,133.748
103880412,103882282,25.986
103880412,103880411,88.304
103880412,103875815,193.322
103880534,103880536,59.262
103880536,103876439,5.438
103880536,103880534,59.262
103880536,103878764,43.162
103880566,103861029,158.242
103880566,103880595,75.154
103880569,103867149,176.327
103880569,103873576,78.153
103880573,103876928,62.076
103880573,103882303,99.967
103880577,103881359,71.136
103880577,103867939,189.506
103880577,103868331,58.625
103880581,103868237,47.444
103880593,103873574,74.203
103880595,103867151,185.056
103880595,103880597,78.513
103880597,103872919,82.157
103880597,103876390,150.28
103880616,103870410,123.807
103880616,103873526,78.977
103880616,103867983,75.3
103880634,103867725,147.412
103880823,103855635,88.936
103880823,103885477,75.56
103880880,103858373,162.851
103880915,103867144,177.09
103880915,103866682,81.397
103880916,103880569,76.457
103880916,103872655,67.595
103880917,103884411,34.523
103880917,103867153,175.404
103880917,103880916,75.623
103881082,103870185,15.497
103881082,103883212,47.996
103881082,103870176,65.908
103881083,103881393,72.959
103881083,103866873,14.638
103881083,103873653,46.455
103881116,103881118,43.109
103881116,752618727,143.726
103881116,103861215,63.822
103881118,103881116,43.109
103881124,103882222,125.142
103881357,103873559,70.705
103881357,103866660,79.69
103881357,103883785,82.507
103881357,103867937,189.737
103881359,103881361,27.189
103881359,103880577,71.136
103881361,103881363,45.569
103881361,103881359,27.189
103881361,103868234,213.754
103881363,103881365,26.939
103881363,103881361,45.569
103881363,103884419,77.431
103881365,103881363,26.939
103881365,103872909,82.21
103881371,103883598,75.974
103881371,103886419,76.569
103881371,103870456,213.559
103881374,103855708,175.368
103881374,103885411,76.107
103881393,103881083,72.959
103881603,103878358,75.994
103881603,103884180,103.795
103881731,103872294,77.421
103881731,103855611,47.536
103881737,103864414,79.639
103881737,103855614,55.453
103881833,103868024,109.371
103881841,103867273,72.285
103881841,103872649,125.492
103881844,103865034,92.254
103882045,103884534,82.433
103882045,103862733,80.616
103882084,103874030,231.316
103882084,103855643,165.061
103882084,768711557,81
103882084,440243651,77.141
103882222,103881124,125.142
103882222,103885389,30.99
103882222,103885416,63.615
103882282,103880412,25.986
103882284,103875815,63.025
103882301,103880915,220.345
103882301,103866684,80.193
103882301,103873578,76.504
103882303,2813943254,39.404
103882303,103876923,75.92
103882328,440208135,160.253
103882427,103855641,89.343
103882427,103855312,72.68
103882603,2836185834,310.496
103882603,9818982967,62.318
103883212,103881082,47.996
103883212,103883229,36.899
103883212,308692917,71.735
103883214,103870185,13.968
103883221,308692917,169.451
103883221,103861696,49.186
103883229,103883212,36.899
103883250,103879222,110.151
103883250,103872872,51.326
103883250,103884718,78.719
103883252,103864134,73.286
103883252,103884687,74.16
103883598,103877626,78.146
103883598,103881371,75.974
103883598,103862637,188.668
103883600,103881374,76.416
103883600,103866662,200.147
103883726,103863387,285.166
103883726,103864076,139.814
103883785,103881357,82.507
103883787,103868245,55.743
103884001,103866094,101.091
103884117,103858568,190.807
103884176,103878366,69.212
103884176,103861900,87.406
103884176,6021713789,122.473
103884180,103878359,76.249
103884180,103864413,77.902
103884180,103862611,204.005
103884182,103864415,74.782
103884182,103866639,233.729
103884239,103137010,206.621
103884411,103880917,34.523
103884419,103867949,89.522
103884419,103872907,111.188
103884448,103866599,196.743
103884448,103880305,74.751
103884534,103865625,43.445
103884534,103882045,82.433
103884573,103882427,75.918
103884573,103877180,120.583
103884573,103855643,90.026
103884678,103861120,92.436
103884678,103864115,80.045
103884678,103861996,77.742
103884680,103862000,74.962
103884680,103866628,213.978
103884686,103883252,72.061
103884686,103886609,44.845
103884687,103872876,77.852
103884687,103869679,182.801
103884716,103861957,71.744
103884716,103869013,73.732
103884716,103858764,62.24
103884716,103865109,87.565
103884718,103883250,78.719
103884718,103861957,74.047
103884718,4520217764,47.1
103884725,103860949,40.468
103884735,103884725,34.785
103884735,103855593,152.155
103884740,103879237,76.933
103884740,103865127,76.863
103884821,103879232,79.51
103885033,103866064,75.662
103885033,103877186,77.667
103885033,103855583,151.61
103885046,103855645,90.065
103885046,103884573,76.243
103885072,3272816068,147.502
103885072,295229623,91.97
103885199,440243703,79.721
103885230,103864406,50.383
103885230,103869025,82.646
103885389,103111330,132.911
103885389,103882222,30.99
103885411,103855707,176.329
103885411,103867935,75.501
103885416,103886567,135.656
103885416,103882222,63.615
103885416,103869228,70.072
103885498,103872299,73.034
103885498,103866635,230.521
103886410,103862605,201.352
103886410,103864413,75.354
103886410,103872293,74.293
103886419,103870452,251.643
103886419,103881371,76.569
103886419,103867934,76.452
103886497,103867178,72.33
103886505,103870019,26.11
103886508,103870019,38.271
103886532,103880411,30.92
103886532,3484769380,38.837
103886532,3484769372,49.631
103886567,103885416,135.656
103886609,103884686,44.845
106138663,6406731015,329.724
106138663,276210711,698.166
114662150,60810944,1976.65
114662167,103105040,148.376
171245253,1381944089,1494.254
193868326,8880168155,62.67
193868326,42725739,25.274
193868326,371337239,264.055
205019740,4145735057,880.859
205020852,370880758,188.744
205020852,42422270,745.152
205024444,205019740,464.104
205024444,278608816,219.723
205025778,4158749895,9.906
205025778,42444108,33.926
205498557,103282382,522.197
246579597,246580736,38.646
246579597,42422258,44.791
246579753,373903786,271.164
246580466,42430589,80.418
246580466,42427494,163.146
246580736,246579753,26.647
246580736,42427494,236.268
246580797,42427494,17.933
246580797,246579753,259.292
246580982,42439295,81.507
246580982,42449341,111.298
246648219,42445766,31.654
246649427,246890579,967.193
246649429,11027819091,406.248
246649429,246649427,38.118
246650510,42437699,21.053
246650510,4899886584,86.525
246858431,42437396,26.044
246858431,42437401,116.506
246858431,5815234915,14.072
246858433,42422028,25.311
246858433,246858431,146.04
246858433,42422026,109.314
246858435,42429570,28.598
246858435,3588508439,94.505
246858435,373880031,169.512
246858445,246858448,348.96
246858448,42431626,26.558
246858448,42431629,77.953
246858448,246858449,83.052
246858449,42449613,26.988
246858449,42446825,104.74
246858449,246858435,140.884
246858654,246901366,37.246
246858654,4207802391,18.159
246889572,9611529611,20.005
246889572,246890279,245.552
246890098,246858445,225.672
246890279,4207143421,18.958
246890279,246890098,73.102
246890579,9607729579,16.327
246890579,9609713318,79.999
246901366,42443666,98.335
246901366,246858654,37.246
246901366,42433712,160.68
246909446,3574612293,144.822
246909446,42436178,141.074
246909454,3574648569,23.577
246909454,588593353,81.103
246911576,3574648569,11.762
246911576,3574648567,196.317
246923513,42451375,22.181
246923513,4207802391,25.267
247081705,247081712,95.242
247081712,10858288590,165.984
247081712,7073877295,23.561
247085867,247081705,276.388
247120300,61275380,66.93
247120300,247123611,68.477
247120348,2348991703,124.034
247123611,61275380,17.561
247123611,247123612,86.394
247123612,42430742,226.347
247123612,7443621689,111.491
247123651,61272887,41.733
247123651,4682935360,138.766
247124101,247120348,119.992
247223720,42457788,551.123
247223720,7802856352,120.98
248606828,248606857,78.44
248606828,42461394,83.266
248606857,248606886,9.547
248606886,598054704,66.941
248606886,42519809,61.217
248607283,42499996,213.636
248708582,42455929,23.121
248708582,1701844664,197.897
248708582,595105472,76.024
248708583,595105499,135.574
248708583,3829675223,31.782
250451189,42472725,72.816
250451189,42469180,81.526
250546966,42725481,248.981
250546966,471241849,319.848
252128249,5324454001,222.808
254342293,42425242,305.466
254342293,254484327,974.224
254484327,3917286380,2290.42
272194254,4143765783,73.732
272194254,42459493,71.051
272195270,42453952,150.149
272195270,8262936580,52.623
272195271,2821304136,72.417
272195271,42431611,162.696
272195271,42431602,146.181
272196096,42427412,59.237
274342021,274342024,55.645
274342021,42430945,59.897
274342024,42430942,63.775
274342024,274342021,49.6
276033444,42818112,191.053
276033444,3785649062,80.297
276035449,42802543,58.663
276035449,3049953949,34.186
276036211,42804992,207.412
276036211,3049953953,648.587
276038022,593216034,715.593
276069438,42920892,81.312
276069438,42818126,208.775
276096739,42844259,156.403
276096742,2971841353,198.323
276203987,42844301,112.72
276203987,42844306,29.851
276203989,42844306,66.14
276203989,276203987,62.774
276204253,42423579,1934.909
276204366,6783786999,28.216
276204366,3785669515,96.766
276207581,276207729,14.54
276207581,276315676,13.656
276207581,588178907,108.617
276207582,2262434175,78.867
276207582,42817805,180.793
276207583,42820836,34.649
276207583,3785676234,28.828
276207729,276207581,14.54
276207729,2844418533,175.937
276207729,276315696,15.106
276209270,7659376755,27.235
276209270,42898289,14.37
276209270,7659376752,40.867
276209340,42905218,59.359
276209340,42832974,210.91
276209340,42849714,30.44
276210711,100662028,2569.256
276299049,42818006,134.092
276299049,276299050,78.579
276299050,2807734606,13.983
276299050,276299051,78.276
276299051,42870244,290.403
276299051,276299052,75.573
276299052,2807735984,14.002
276299052,276299054,76.398
276299053,276299307,104.099
276299053,2844418535,14.392
276299054,42870235,212.766
276299054,276299053,77.296
276299108,276315698,14.42
276299108,2807734605,153.73
276299246,42819610,213.725
276299246,276315699,70.782
276299307,276315676,77.126
276299307,42819599,106.343
276315676,276207581,13.656
276315676,42870230,59.753
276315676,4503278357,79.974
276315696,42860635,202.661
276315696,276299246,101.627
276315696,276207729,15.106
276315699,276315698,162.341
276316979,11157958412,18.343
276316979,42844248,37.233
276317107,42806193,57.488
276317107,6594863441,27.066
276317215,42836389,67.262
276317215,42825933,23.489
276317340,276317345,116.919
276317345,42836389,45.907
276317345,276317215,80.773
276317470,6166413736,78.043
276317470,276317340,53.616
276317706,597261861,821.578
276318039,42901546,118.679
276318040,276318039,40.281
276318040,42826898,201.453
276318040,42836084,79.234
276318043,276318040,33.47
276318043,276318039,39.563
276318084,276318085,84.748
276318084,2387504625,165.493
276318085,42866842,129.341
276318085,277124927,45.61
276318085,42807444,85.043
276318085,276318084,84.748
276318086,42807444,13.141
276318086,4411700985,75.5
276318086,597237400,164.55
276318087,42826878,11.999
276318087,42826882,66.226
276319368,42821393,169.732
276320116,3575033028,25.655
276320116,42826898,19.763
276320116,3205305426,32.77
276320117,42836093,47.156
276320117,42826923,36.596
277032714,42888672,32.461
277046311,11157958412,106.332
277046311,6595149752,68.837
277046385,42786594,35.981
277046418,597261862,49.938
277046426,42513233,79.055
277046426,42499743,201.818
277046530,42836343,9.855
277046657,9982287343,53.7
277046657,7824544625,57.125
277124927,276318085,45.61
277136465,1904847201,37.188
277136465,42815933,126.376
277385050,277385217,65.976
277385050,4215833977,36.537
277385050,42866373,33.732
277385119,42820847,66.032
277385120,597322234,86.417
277385120,277385119,69.522
277385122,277385120,22.499
277385122,7824544616,55.359
277385217,597294499,109.574
277385463,277386974,110.908
277385738,597311193,349.643
277386425,277385738,208.036
277386430,277386815,92.882
277386430,277386425,269.42
277386525,42794848,173.299
277386525,277386425,302.223
277386788,277386831,362.26
277386788,488264376,464.369
277386815,42802984,192.202
277386815,277386831,205.231
277386831,597324677,169.479
277386974,3440153773,169.616
277386974,277386788,324.815
277386974,5607992547,429.189
277390603,42786722,24.714
277390603,6819995534,34.168
277390603,6819995536,43.296
277481443,6159356505,455.549
277481443,42449515,958.826
277481521,42449515,658.349
277481572,3640160581,88.762
277481765,100662035,393.149
277482068,5906371179,111.069
277482068,9902723825,102.147
277482087,277481572,74.964
277482087,277481521,582.784
277482094,277482205,82.14
277482094,7738506172,55.018
277482105,3843180751,45.907
277482105,3039386415,26.95
277482205,7738506172,87.4
277482205,1242159811,345.641
277482212,731930601,430.498
277482212,7890202647,53.076
277482212,1242159811,89.805
277482241,5871340510,152.601
277482241,731931110,34.66
277482339,277482105,149.738
277482762,3786728557,730.569
277482762,3786728763,38.65
278608420,42422283,191.56
278608420,42453792,130.66
278608718,42451465,604.727
278608816,42453792,166.404
278608816,587988061,187.476
278609760,42444108,46.812
278609760,42438476,72.311
278609863,278608718,132.33
278609934,278642478,223.98
278609934,278609863,57.548
278609934,42422283,15.532
278609934,3884569924,57.783
278630283,486819533,103.436
278630368,42464823,17.595
278630368,42464824,69.852
278630368,278632281,30.332
278630910,42496432,14.67
278630910,6933321234,11.923
278630910,42492210,129.024
278631321,278631323,78.714
278631323,42515825,15.787
278631323,278630910,81.507
278632281,1258945540,94.297
278632281,1258945651,93.236
278632502,42481889,129.156
278632502,278632503,121.593
278632503,598043793,14.467
278632503,598043792,14.707
278632503,42497737,128.536
278634702,42464823,42.444
278638234,3884569924,224.499
278638234,278608718,422.209
278642478,486819531,186.372
279151954,42426747,80.926
279151954,42444353,101.792
279151954,607911351,104.208
279152444,42433715,35.277
279156836,279157230,461.289
279157230,597294543,33.627
279157230,279156836,461.289
279603573,42898289,100.263
279603573,6406731013,48.915
279603573,42849714,50.939
291761027,298563478,1319.409
291761917,291761027,488.849
291761917,294997637,483.225
294997637,294998032,418.201
294998032,294998399,211.648
294998032,298562327,1113.556
294998163,294998182,113.984
294998163,103161052,215.539
294998182,294998163,113.984
294998182,103179396,162.251
294998399,298566837,826.634
294998399,6901623423,403.262
294999359,295000821,465.679
295000490,291761538,548.461
295000821,295000490,436.411
295228005,3272816133,836.4
295229623,103863750,45.482
295229623,3272816068,81.632
295231543,440243638,80.353
298286988,298564461,863.136
298286988,298607243,1128.743
298289137,298288914,315.07
298289423,298564461,714.675
298289423,298289432,487.592
298289432,298607109,488.179
298289432,298607397,499.992
298559944,2468183381,8.919
298559944,5674744901,414.65
298560529,5674744901,300.379
298560529,294998163,337.52
298561949,298607243,1587.552
298561949,298562032,570.132
298562032,298607397,872.983
298562032,298607109,918.091
298562323,298559944,296.513
298562323,298561949,325.529
298562327,298562323,44.57
298562950,528865065,331.296
298563469,298288914,922.79
298563469,298286161,977.048
298563478,298563469,1255.614
298563974,103206050,2348.52
298563974,298564465,485.509
298564461,298564465,587.273
298564465,298564749,362.524
298564749,298571164,275.816
298564749,294999359,604.595
298566238,103161052,331.523
298566238,298566633,252.593
298566308,298563478,500.157
298566308,294999359,548.643
298566633,298566646,166.72
298566646,298560529,329.079
298566646,298566308,109.774
298566824,298566633,184
298566824,298566837,596.825
298566837,298567735,290.771
298566973,6901623423,228.796
298567034,298566824,375.16
298567107,103177559,76.985
298567557,298567592,98.822
298567557,298566973,577.663
298567592,103214345,316.437
298567592,295000821,604.119
298567735,766750793,113.581
298570168,298570818,167.209
298570168,298570259,530.842
298570259,298566973,172.835
298570818,611476519,93.149
298570818,298570825,109.762
298570825,298567735,123.986
298571164,298570168,76.914
298571164,103179396,211.626
298604834,103093310,413.735
298604834,298604839,459.485
298604839,298289137,1092.594
298604839,298562950,591.775
298605029,298562950,788.814
298605029,298286161,1718.376
298606346,298606463,230.146
298606409,298782911,33.343
298606409,298606346,203.13
298606463,298606466,148.477
298606466,528865065,597.86
298606466,298289137,752.557
298606882,10940838047,334.917
298606882,298606885,156.959
298606885,298606926,45.767
298606926,775937798,355.812
298606926,298607165,679.193
298607109,298607165,1082.409
298607165,298775916,1563.809
298607243,76464360,3889.7
298607397,298606882,196.263
298771242,298604834,1482.812
298771300,298771242,1154.628
298775916,1858587564,426.92
298775916,76464433,1040.483
298782401,2807153826,51.475
298782401,6117378525,1024.908
298782401,103229125,124.834
298782401,567269815,434.624
298782911,103093310,74.495
298782911,775937817,80.372
298788114,7921969711,38.002
298788114,103104423,82.836
298792355,60926140,164.029
298792355,60925784,927.577
298806591,298809690,16.761
298806591,298788114,67.217
298806591,103126804,61.135
298809690,298806591,16.761
298809690,298810341,95.406
298809690,103205070,118.011
298810341,5179132367,80.001
298810341,5179132362,16.11
298810341,103235788,173.626
298917891,7373684555,42.131
298917891,299386213,38.369
298917896,298917917,245.058
298917917,765596307,154.497
298917917,298917927,183.848
298917927,3655086537,813.786
298918396,298918557,258.204
298918396,765596287,153.153
298918557,298918559,109.772
298918559,298918560,122.235
298918559,298940637,62.362
298918560,76465081,416.042
298940217,3655086549,90.792
298940219,298940221,369.573
298940451,298918396,267.686
298940637,6609745932,23.193
298940637,298918560,77.768
298940685,103132986,388.207
299098708,103097567,165.135
299098708,299171734,318.902
299121488,299122460,290.832
299121488,299121891,437.511
299121891,60811502,95.054
299121891,299121905,75.541
299121905,8901247880,82.577
299122460,299178377,57.157
299127839,60811502,347.251
299171734,299171735,63.813
299171735,299171742,70.86
299171735,103123518,81.248
299171742,299171744,77.823
299171742,103234491,169.517
299171744,103134531,166.995
299171744,299171936,84.211
299171936,103227702,165.139
299171936,299171950,131.94
299171950,4695817865,317.619
299171950,103108780,180.289
299172024,103093898,237.619
299172024,103238591,1057.044
299172092,103123530,93.467
299172092,299172195,105.978
299172093,299172092,71.863
299172098,299172093,198.355
299172098,103263555,289.465
299172186,299172098,184.738
